display_name,is_system_created,service_type,service_entries,id,path
Oracle Times Ten (15000),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['15000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_Times_Ten_(15000)', 'display_name': 'Oracle Times Ten (15000)'}]",['id'],/infra/services/Oracle_Times_Ten_(15000)
Oracle Times Ten (15002),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['15002'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_Times_Ten_(15002)', 'display_name': 'Oracle Times Ten (15002)'}]",['id'],/infra/services/Oracle_Times_Ten_(15002)
Oracle Times Ten (15004),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['15004'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_Times_Ten_(15004)', 'display_name': 'Oracle Times Ten (15004)'}]",['id'],/infra/services/Oracle_Times_Ten_(15004)
Oracle TimesTen,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4662'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen', 'display_name': 'Oracle TimesTen'}]",['id'],/infra/services/Oracle_TimesTen
Oracle TimesTen (4758),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4758'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4758)', 'display_name': 'Oracle TimesTen (4758)'}]",['id'],/infra/services/Oracle_TimesTen_(4758)
Oracle TimesTen (4759),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4759'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4759)', 'display_name': 'Oracle TimesTen (4759)'}]",['id'],/infra/services/Oracle_TimesTen_(4759)
Oracle TimesTen (4761),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4761'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4761)', 'display_name': 'Oracle TimesTen (4761)'}]",['id'],/infra/services/Oracle_TimesTen_(4761)
Oracle TimesTen (4764),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4764'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4764)', 'display_name': 'Oracle TimesTen (4764)'}]",['id'],/infra/services/Oracle_TimesTen_(4764)
Oracle TimesTen (4766),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4766'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4766)', 'display_name': 'Oracle TimesTen (4766)'}]",['id'],/infra/services/Oracle_TimesTen_(4766)
Oracle TimesTen (4767),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4767'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_TimesTen_(4767)', 'display_name': 'Oracle TimesTen (4767)'}]",['id'],/infra/services/Oracle_TimesTen_(4767)
Oracle XMLDB FTP Port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2100'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_XMLDB_FTP_Port', 'display_name': 'Oracle XMLDB FTP Port'}]",['id'],/infra/services/Oracle_XMLDB_FTP_Port
Oracle XMLDB HTTP port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8080'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle_XMLDB_HTTP_port', 'display_name': 'Oracle XMLDB HTTP port'}]",['id'],/infra/services/Oracle_XMLDB_HTTP_port
Oracle i*SQLPlus,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5560'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'iSQLPlus_10g', 'display_name': 'iSQLPlus 10g'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5580'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'iSQLPlus_10g_(5580)', 'display_name': 'iSQLPlus 10g (5580)'}]",['id'],/infra/services/Oracle_i*SQLPlus
Oracle-2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1526'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle-2', 'display_name': 'Oracle-2'}]",['id'],/infra/services/Oracle-2
Oracle9iAS Clickstream Collector Agent,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['6668'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Clickstream_Collector_Agent', 'display_name': 'Oracle9iAS Clickstream Collector Agent'}]",['id'],/infra/services/Oracle9iAS_Clickstream_Collector_Agent
Oracle9iAS Web Cache Admin port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Web_Cache_Admin_port', 'display_name': 'Oracle9iAS Web Cache Admin port'}]",['id'],/infra/services/Oracle9iAS_Web_Cache_Admin_port
Oracle9iAS Web Cache HTTP Listen(SSL) port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4444'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Web_Cache_HTTP_Listen(SSL)_port', 'display_name': 'Oracle9iAS Web Cache HTTP Listen(SSL) port'}]",['id'],/infra/services/Oracle9iAS_Web_Cache_HTTP_Listen(SSL)_port
Oracle9iAS Web Cache HTTP Listen(non-SSL) port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['7779'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Web_Cache_HTTP_Listen(non-SSL)_port', 'display_name': 'Oracle9iAS Web Cache HTTP Listen(non-SSL) port'}]",['id'],/infra/services/Oracle9iAS_Web_Cache_HTTP_Listen(non-SSL)_port
Oracle9iAS Web Cache Invalidation port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4001'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Web_Cache_Invalidation_port', 'display_name': 'Oracle9iAS Web Cache Invalidation port'}]",['id'],/infra/services/Oracle9iAS_Web_Cache_Invalidation_port
Oracle9iAS Web Cache Statistics port,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4002'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle9iAS_Web_Cache_Statistics_port', 'display_name': 'Oracle9iAS Web Cache Statistics port'}]",['id'],/infra/services/Oracle9iAS_Web_Cache_Statistics_port
OracleAS Certificate Authority (OCA) - Mutual Authentication,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4401'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'OracleAS_Certificate_Authority_(OCA)_-_Mutual_Authentication', 'display_name': 'OracleAS Certificate Authority (OCA) - Mutual Authentication'}]",['id'],/infra/services/OracleAS_Certificate_Authority_(OCA)_-_Mutual_Authentication
OracleAS Certificate Authority (OCA) - Server Authentication,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4400'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'OracleAS_Certificate_Authority_(OCA)_-_Server_Authentication', 'display_name': 'OracleAS Certificate Authority (OCA) - Server Authentication'}]",['id'],/infra/services/OracleAS_Certificate_Authority_(OCA)_-_Server_Authentication
Orchestrator,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['25'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP', 'display_name': 'SMTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8230'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Vmware-VCO-Lookup', 'display_name': 'Vmware-VCO-Lookup'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['443'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTPS', 'display_name': 'HTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8281'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-WebHTTPS', 'display_name': 'VMware-VCO-WebHTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5432'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'PostgreSQL', 'display_name': 'PostgreSQL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8283'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-VCO-HTTPS', 'display_name': 'VMware-VCO-VCO-HTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8240'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-Command', 'display_name': 'VMware-VCO-Command'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1521'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Oracle', 'display_name': 'Oracle'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-UDP', 'display_name': 'LDAP-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['636'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-over-SSL', 'display_name': 'LDAP-over-SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8282'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Vmware-VCO-VCO-HTTP', 'display_name': 'Vmware-VCO-VCO-HTTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8244'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-Data', 'display_name': 'VMware-VCO-Data'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8250'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-Messaging', 'display_name': 'VMware-VCO-Messaging'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1433'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-SQL-S', 'display_name': 'MS-SQL-S'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8280'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'VMware-VCO-WebHTTP', 'display_name': 'VMware-VCO-WebHTTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3306'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MySQL', 'display_name': 'MySQL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP', 'display_name': 'LDAP'}]",['id'],/infra/services/Orchestrator
PC Anywhere (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5631'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'PC_Anywhere_(TCP)', 'display_name': 'PC Anywhere (TCP)'}]",['id'],/infra/services/PC_Anywhere_(TCP)
PC Anywhere (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['5632'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'PC_Anywhere_(UDP)', 'display_name': 'PC Anywhere (UDP)'}]",['id'],/infra/services/PC_Anywhere_(UDP)
POP3,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['110'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3', 'display_name': 'POP3'}]",['id'],/infra/services/POP3
POP3_SSL,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['995'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3_SSL', 'display_name': 'POP3_SSL'}]",['id'],/infra/services/POP3_SSL
PostgreSQL,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5432'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'PostgreSQL', 'display_name': 'PostgreSQL'}]",['id'],/infra/services/PostgreSQL
RDP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RDP', 'display_name': 'RDP'}]",['id'],/infra/services/RDP
RFB,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5900-5964'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RFB', 'display_name': 'RFB'}]",['id'],/infra/services/RFB
"RPC, DFSR (SYSVOL)",True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5722'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RPC,_DFSR_(SYSVOL)', 'display_name': 'RPC, DFSR (SYSVOL)'}]",['id'],"/infra/services/RPC,_DFSR_(SYSVOL)"
RTSP (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['554'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RTSP_(TCP)', 'display_name': 'RTSP (TCP)'}]",['id'],/infra/services/RTSP_(TCP)
RTSP (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['554'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RTSP_(UDP)', 'display_name': 'RTSP (UDP)'}]",['id'],/infra/services/RTSP_(UDP)
Routing Engine service,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['691'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Routing_Engine_service', 'display_name': 'Routing Engine service'}]",['id'],/infra/services/Routing_Engine_service
SAP Admin console,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['20005'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Admin_console', 'display_name': 'SAP Admin console'}]",['id'],/infra/services/SAP_Admin_console
SAP Alert Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30011'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Alert_Server', 'display_name': 'SAP Alert Server'}]",['id'],/infra/services/SAP_Alert_Server
SAP Backup Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30017'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Backup_Server', 'display_name': 'SAP Backup Server'}]",['id'],/infra/services/SAP_Backup_Server
SAP Cache Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1095'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Cache_Server', 'display_name': 'SAP Cache Server'}]",['id'],/infra/services/SAP_Cache_Server
SAP Central Software Deployment Manager,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['20201'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Central_Software_Deployment_Manager', 'display_name': 'SAP Central Software Deployment Manager'}]",['id'],/infra/services/SAP_Central_Software_Deployment_Manager
SAP Comm,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['20003'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Comm', 'display_name': 'SAP Comm'}]",['id'],/infra/services/SAP_Comm
SAP Content Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1090'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Content_Server', 'display_name': 'SAP Content Server'}]",['id'],/infra/services/SAP_Content_Server
SAP Cruiser,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30008'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Cruiser', 'display_name': 'SAP Cruiser'}]",['id'],/infra/services/SAP_Cruiser
SAP Design Time Repository,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50015'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Design_Time_Repository', 'display_name': 'SAP Design Time Repository'}]",['id'],/infra/services/SAP_Design_Time_Repository
SAP Dispatcher,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3200'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Dispatcher', 'display_name': 'SAP Dispatcher'}]",['id'],/infra/services/SAP_Dispatcher
SAP Dispatcher Netweaver App Server,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['3200'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Dispatcher_Netweaver_App_Server', 'display_name': 'SAP Dispatcher Netweaver App Server'}]",['id'],/infra/services/SAP_Dispatcher_Netweaver_App_Server
SAP Enqueue Repl 2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50116'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Enqueue_Repl_2', 'display_name': 'SAP Enqueue Repl 2'}]",['id'],/infra/services/SAP_Enqueue_Repl_2
SAP Enqueue Svr,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3201'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Enqueue_Svr', 'display_name': 'SAP Enqueue Svr'}]",['id'],/infra/services/SAP_Enqueue_Svr
SAP Exchange Groupware Connector (DCOM),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Exchange_Groupware_Connector_(DCOM)', 'display_name': 'SAP Exchange Groupware Connector (DCOM)'}]",['id'],/infra/services/SAP_Exchange_Groupware_Connector_(DCOM)
SAP File Adapter,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8230'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_File_Adapter', 'display_name': 'SAP File Adapter'}]",['id'],/infra/services/SAP_File_Adapter
SAP GRMG Service (Heartbeat),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30006'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_GRMG_Service_(Heartbeat)', 'display_name': 'SAP GRMG Service (Heartbeat)'}]",['id'],/infra/services/SAP_GRMG_Service_(Heartbeat)
SAP Gateway Netweaver App Server,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['3300'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Gateway_Netweaver_App_Server', 'display_name': 'SAP Gateway Netweaver App Server'}]",['id'],/infra/services/SAP_Gateway_Netweaver_App_Server
SAP HTTP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HTTP', 'display_name': 'SAP HTTP'}]",['id'],/infra/services/SAP_HTTP
SAP HTTP Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30005'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HTTP_Server', 'display_name': 'SAP HTTP Server'}]",['id'],/infra/services/SAP_HTTP_Server
SAP HTTP Server 2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8353'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HTTP_Server_2', 'display_name': 'SAP HTTP Server 2'}]",['id'],/infra/services/SAP_HTTP_Server_2
SAP HTTPS,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50001'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HTTPS', 'display_name': 'SAP HTTPS'}]",['id'],/infra/services/SAP_HTTPS
SAP HostControl,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1128'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HostControl', 'display_name': 'SAP HostControl'}]",['id'],/infra/services/SAP_HostControl
SAP HostControlS,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1129'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_HostControlS', 'display_name': 'SAP HostControlS'}]",['id'],/infra/services/SAP_HostControlS
SAP IBM,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50000', '4402'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IBM', 'display_name': 'SAP IBM'}]",['id'],/infra/services/SAP_IBM
SAP ICM HTTP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_ICM_HTTP', 'display_name': 'SAP ICM HTTP'}]",['id'],/infra/services/SAP_ICM_HTTP
SAP IIOP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50007'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IIOP', 'display_name': 'SAP IIOP'}]",['id'],/infra/services/SAP_IIOP
SAP IIOP initial,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50002'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IIOP_initial', 'display_name': 'SAP IIOP initial'}]",['id'],/infra/services/SAP_IIOP_initial
SAP IIOPS,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50003'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IIOPS', 'display_name': 'SAP IIOPS'}]",['id'],/infra/services/SAP_IIOPS
SAP IPC Dispatcher Mobile client,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4444'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IPC_Dispatcher_Mobile_client', 'display_name': 'SAP IPC Dispatcher Mobile client'}]",['id'],/infra/services/SAP_IPC_Dispatcher_Mobile_client
SAP IPC Dispatcher Mobile client 2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4363'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IPC_Dispatcher_Mobile_client_2', 'display_name': 'SAP IPC Dispatcher Mobile client 2'}]",['id'],/infra/services/SAP_IPC_Dispatcher_Mobile_client_2
SAP IPC Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['9999'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IPC_Server', 'display_name': 'SAP IPC Server'}]",['id'],/infra/services/SAP_IPC_Server
SAP IPC data loader,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['4445'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_IPC_data_loader', 'display_name': 'SAP IPC data loader'}]",['id'],/infra/services/SAP_IPC_data_loader
SAP Import Mgr,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['20006'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Import_Mgr', 'display_name': 'SAP Import Mgr'}]",['id'],/infra/services/SAP_Import_Mgr
SAP Index Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['30003'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Index_Server', 'display_name': 'SAP Index Server'}]",['id'],/infra/services/SAP_Index_Server
SAP Index Server 2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8351'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Index_Server_2', 'display_name': 'SAP Index Server 2'}]",['id'],/infra/services/SAP_Index_Server_2
SAP Inst,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['21212', '21213'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Inst', 'display_name': 'SAP Inst'}]",['id'],/infra/services/SAP_Inst
SAP Inst on IBM,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['59975', '59976'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Inst_on_IBM', 'display_name': 'SAP Inst on IBM'}]",['id'],/infra/services/SAP_Inst_on_IBM
SAP Inter Server COmm,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['20004'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Inter_Server_COmm', 'display_name': 'SAP Inter Server COmm'}]",['id'],/infra/services/SAP_Inter_Server_COmm
SAP JDBCAdapter,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8220'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_JDBCAdapter', 'display_name': 'SAP JDBCAdapter'}]",['id'],/infra/services/SAP_JDBCAdapter
SAP JMS,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50010'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_JMS', 'display_name': 'SAP JMS'}]",['id'],/infra/services/SAP_JMS
SAP JMS Adapter,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8210'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_JMS_Adapter', 'display_name': 'SAP JMS Adapter'}]",['id'],/infra/services/SAP_JMS_Adapter
SAP JMS/JDBC/File Adapter Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8200'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_JMS-JDBC-File_Adapter_Server', 'display_name': 'SAP JMS/JDBC/File Adapter Server'}]",['id'],/infra/services/SAP_JMS-JDBC-File_Adapter_Server
SAP Java Debug,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50021'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Java_Debug', 'display_name': 'SAP Java Debug'}]",['id'],/infra/services/SAP_Java_Debug
SAP Java Join,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50020'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Java_Join', 'display_name': 'SAP Java Join'}]",['id'],/infra/services/SAP_Java_Join
SAP Layout Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['31596', '31597', '31604'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Layout_Server', 'display_name': 'SAP Layout Server'}]",['id'],/infra/services/SAP_Layout_Server
SAP Layout Server 2,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['31596'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Layout_Server_2', 'display_name': 'SAP Layout Server 2'}]",['id'],/infra/services/SAP_Layout_Server_2
SAP Layout Server Adobe InDesign,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['31603'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SAP_Layout_Server_Adobe_InDesign', 'display_name': 'SAP Layout Server Adobe InDesign'}]",['id'],/infra/services/SAP_Layout_Server_Adobe_InDesign
