display_name,is_system_created,service_type,service_entries,id,path
MS_RPC_TCP,True,['service_type'],"[{'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}]",['id'],/infra/services/MS_RPC_TCP
MS_RPC_UDP,True,['service_type'],"[{'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_UDP', 'display_name': 'MS_RPC_UDP'}]",['id'],/infra/services/MS_RPC_UDP
Microsoft Active Directory V1,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['138'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NBDG-Broadcast-V1', 'display_name': 'NBDG-Broadcast-V1'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['49152-65535'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Win_2008_-_RPC,_DCOM,_EPM,_DRSUAPI,_NetLogonR,_SamR,_FRS', 'display_name': 'Win 2008 - RPC, DCOM, EPM, DRSUAPI, NetLogonR, SamR, FRS'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-UDP', 'display_name': 'LDAP-UDP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['1025-65535'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Win_-_RPC,_DCOM,_EPM,_DRSUAPI,_NetLogonR,_SamR,_FRS_-_UDP', 'display_name': 'Win - RPC, DCOM, EPM, DRSUAPI, NetLogonR, SamR, FRS - UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3269'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Windows-Global-Catalog-over-SSL', 'display_name': 'Windows-Global-Catalog-over-SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS', 'display_name': 'DNS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['464'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Active_Directory_Server', 'display_name': 'Active Directory Server'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['464'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Active_Directory_Server_UDP', 'display_name': 'Active Directory Server UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['9389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SOAP', 'display_name': 'SOAP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['445'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-DS-UDP', 'display_name': 'MS-DS-UDP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['123'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NTP_Time_Server', 'display_name': 'NTP Time Server'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS', 'display_name': 'KERBEROS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3268'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Windows-Global-Catalog', 'display_name': 'Windows-Global-Catalog'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['25'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP', 'display_name': 'SMTP'}, {'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1025-65535'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Win_-_RPC,_DCOM,_EPM,_DRSUAPI,_NetLogonR,_SamR,_FRS_-_TCP', 'display_name': 'Win - RPC, DCOM, EPM, DRSUAPI, NetLogonR, SamR, FRS - TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['42'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'WINS', 'display_name': 'WINS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['636'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-over-SSL', 'display_name': 'LDAP-over-SSL'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS-UDP', 'display_name': 'KERBEROS-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5722'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'RPC,_DFSR_(SYSVOL)', 'display_name': 'RPC, DFSR (SYSVOL)'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['2535'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DHCP,_MADCAP', 'display_name': 'DHCP, MADCAP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS-UDP', 'display_name': 'DNS-UDP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['42'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'WINS-UDP', 'display_name': 'WINS-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1025-5000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Win_2003_-_RPC,_DCOM,_EPM,_DRSUAPI,_NetLogonR,_SamR,_FRS', 'display_name': 'Win 2003 - RPC, DCOM, EPM, DRSUAPI, NetLogonR, SamR, FRS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP', 'display_name': 'LDAP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['445'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-DS-TCP', 'display_name': 'MS-DS-TCP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['67'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DHCP-Server', 'display_name': 'DHCP-Server'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['137'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NBNS-Broadcast-V1', 'display_name': 'NBNS-Broadcast-V1'}]",['id'],/infra/services/Microsoft_Active_Directory_V1
Microsoft Exchange 2003,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['80'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTP', 'display_name': 'HTTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['443'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTPS', 'display_name': 'HTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP', 'display_name': 'LDAP'}, {'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['563'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NNTP_SSL', 'display_name': 'NNTP_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['143'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP', 'display_name': 'IMAP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['995'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3_SSL', 'display_name': 'POP3_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['119'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NNTP', 'display_name': 'NNTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['993'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP_SSL', 'display_name': 'IMAP_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['110'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3', 'display_name': 'POP3'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['25'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP', 'display_name': 'SMTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['691'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Routing_Engine_service', 'display_name': 'Routing Engine service'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['379'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Site_Replication_service', 'display_name': 'Site Replication service'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['2883'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Exchange_ActiveSync', 'display_name': 'Exchange ActiveSync'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['102'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'For_X.400_connections_over_TCP', 'display_name': 'For X.400 connections over TCP'}]",['id'],/infra/services/Microsoft_Exchange_2003
Microsoft Exchange 2007,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS', 'display_name': 'KERBEROS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP', 'display_name': 'LDAP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'EdgeSync_service-ADAM', 'display_name': 'EdgeSync service/ADAM'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['995'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3_SSL', 'display_name': 'POP3_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['587'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP_TLS', 'display_name': 'SMTP_TLS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['110'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3', 'display_name': 'POP3'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['993'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP_SSL', 'display_name': 'IMAP_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5060', '5061', '5062'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Unified_Messaging_server', 'display_name': 'MS Unified Messaging server'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['25'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP', 'display_name': 'SMTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3268'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP_Global_Catalog', 'display_name': 'LDAP Global Catalog'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS', 'display_name': 'DNS'}, {'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-UDP', 'display_name': 'LDAP-UDP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS-UDP', 'display_name': 'DNS-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['143'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP', 'display_name': 'IMAP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS-UDP', 'display_name': 'KERBEROS-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['80'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTP', 'display_name': 'HTTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['445'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-DS-TCP', 'display_name': 'MS-DS-TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['443'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTPS', 'display_name': 'HTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50636'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'EdgeSync_service', 'display_name': 'EdgeSync service'}]",['id'],/infra/services/Microsoft_Exchange_2007
Microsoft Exchange 2010,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP', 'display_name': 'LDAP'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS-UDP', 'display_name': 'KERBEROS-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5060', '5061', '5065', '5066', '5067', '5068'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Unified_Messaging_server-Phone', 'display_name': 'MS Unified Messaging server-Phone'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5075', '5076', '5077'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Unified_Messaging_server_-_Client_Access', 'display_name': 'MS Unified Messaging server - Client Access'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS-UDP', 'display_name': 'DNS-UDP'}, {'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['808'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Replication_service', 'display_name': 'MS Replication service'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['88'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'KERBEROS', 'display_name': 'KERBEROS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['995'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3_SSL', 'display_name': 'POP3_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['110'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'POP3', 'display_name': 'POP3'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['64327'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Customizable', 'display_name': 'MS Customizable'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['80'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTP', 'display_name': 'HTTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['445'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-DS-TCP', 'display_name': 'MS-DS-TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['993'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP_SSL', 'display_name': 'IMAP_SSL'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['143'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'IMAP', 'display_name': 'IMAP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['53'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'DNS', 'display_name': 'DNS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5075', '5076', '5077'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Office_communication_server', 'display_name': 'Office communication server'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['5060', '5061', '5062'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS_Unified_Messaging_server', 'display_name': 'MS Unified Messaging server'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['587'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP_TLS', 'display_name': 'SMTP_TLS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3268'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP_Global_Catalog', 'display_name': 'LDAP Global Catalog'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['25'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SMTP', 'display_name': 'SMTP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['50636'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'EdgeSync_service', 'display_name': 'EdgeSync service'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['389'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'LDAP-UDP', 'display_name': 'LDAP-UDP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['443'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTPS', 'display_name': 'HTTPS'}]",['id'],/infra/services/Microsoft_Exchange_2010
Microsoft Media Server (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1755'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Microsoft_Media_Server_(TCP)', 'display_name': 'Microsoft Media Server (TCP)'}]",['id'],/infra/services/Microsoft_Media_Server_(TCP)
Microsoft Media Server (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['1755'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Microsoft_Media_Server_(UDP)', 'display_name': 'Microsoft Media Server (UDP)'}]",['id'],/infra/services/Microsoft_Media_Server_(UDP)
Microsoft SQL Server,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1434'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-SQL-M-TCP', 'display_name': 'MS-SQL-M-TCP'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2382'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SQL_Server_Browser_service', 'display_name': 'SQL Server Browser service'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2383'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'SQL_Analysis_service', 'display_name': 'SQL Analysis service'}, {'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['1434'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-SQL-M', 'display_name': 'MS-SQL-M'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['443'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTPS', 'display_name': 'HTTPS'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['1433'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MS-SQL-S', 'display_name': 'MS-SQL-S'}, {'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['80'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'HTTP', 'display_name': 'HTTP'}, {'l4_protocol': None, 'source_ports': [], 'destination_ports': ['135'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'MS_RPC_TCP', 'display_name': 'MS_RPC_TCP'}]",['id'],/infra/services/Microsoft_SQL_Server
MySQL,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['3306'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'MySQL', 'display_name': 'MySQL'}]",['id'],/infra/services/MySQL
NBDG-Broadcast-V1,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['138'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NBDG-Broadcast-V1', 'display_name': 'NBDG-Broadcast-V1'}]",['id'],/infra/services/NBDG-Broadcast-V1
NBNS-Broadcast-V1,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['137'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NBNS-Broadcast-V1', 'display_name': 'NBNS-Broadcast-V1'}]",['id'],/infra/services/NBNS-Broadcast-V1
NFS (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2049'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS_(TCP)', 'display_name': 'NFS (TCP)'}]",['id'],/infra/services/NFS_(TCP)
NFS (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['2049'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS_(UDP)', 'display_name': 'NFS (UDP)'}]",['id'],/infra/services/NFS_(UDP)
NFS Client,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['111'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS_Client', 'display_name': 'NFS Client'}]",['id'],/infra/services/NFS_Client
NFS Client UDP,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['111'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS_Client_UDP', 'display_name': 'NFS Client UDP'}]",['id'],/infra/services/NFS_Client_UDP
NFS-Server-TCP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2049'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS-Server-TCP', 'display_name': 'NFS-Server-TCP'}]",['id'],/infra/services/NFS-Server-TCP
NFS-Server-UDP,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['2049'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NFS-Server-UDP', 'display_name': 'NFS-Server-UDP'}]",['id'],/infra/services/NFS-Server-UDP
NNTP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['119'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NNTP', 'display_name': 'NNTP'}]",['id'],/infra/services/NNTP
NNTP_SSL,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['563'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NNTP_SSL', 'display_name': 'NNTP_SSL'}]",['id'],/infra/services/NNTP_SSL
NTP,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['123'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NTP', 'display_name': 'NTP'}]",['id'],/infra/services/NTP
NTP Time Server,True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['123'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NTP_Time_Server', 'display_name': 'NTP Time Server'}]",['id'],/infra/services/NTP_Time_Server
NetBios Datagram (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['138'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Datagram_(TCP)', 'display_name': 'NetBios Datagram (TCP)'}]",['id'],/infra/services/NetBios_Datagram_(TCP)
NetBios Datagram (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['138'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Datagram_(UDP)', 'display_name': 'NetBios Datagram (UDP)'}]",['id'],/infra/services/NetBios_Datagram_(UDP)
NetBios Name Service (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['137'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Name_Service_(TCP)', 'display_name': 'NetBios Name Service (TCP)'}]",['id'],/infra/services/NetBios_Name_Service_(TCP)
NetBios Name Service (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['137'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Name_Service_(UDP)', 'display_name': 'NetBios Name Service (UDP)'}]",['id'],/infra/services/NetBios_Name_Service_(UDP)
NetBios Session Service (TCP),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['139'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Session_Service_(TCP)', 'display_name': 'NetBios Session Service (TCP)'}]",['id'],/infra/services/NetBios_Session_Service_(TCP)
NetBios Session Service (UDP),True,['service_type'],"[{'l4_protocol': 'UDP', 'source_ports': [], 'destination_ports': ['139'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'NetBios_Session_Service_(UDP)', 'display_name': 'NetBios Session Service (UDP)'}]",['id'],/infra/services/NetBios_Session_Service_(UDP)
OC4J Forms / Reports Instance,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8888'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'OC4J_Forms_-_Reports_Instance', 'display_name': 'OC4J Forms / Reports Instance'}]",['id'],/infra/services/OC4J_Forms_-_Reports_Instance
OC4J Forms / Reports Instance (8889),True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['8889'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'OC4J_Forms_-_Reports_Instance_(8889)', 'display_name': 'OC4J Forms / Reports Instance (8889)'}]",['id'],/infra/services/OC4J_Forms_-_Reports_Instance_(8889)
ORACLE-FORM-SERVICES,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['9000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'ORACLE-FORM-SERVICES', 'display_name': 'ORACLE-FORM-SERVICES'}]",['id'],/infra/services/ORACLE-FORM-SERVICES
ORACLE-HTTP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['7777'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'ORACLE-HTTP', 'display_name': 'ORACLE-HTTP'}]",['id'],/infra/services/ORACLE-HTTP
ORACLE-XDB-FTP,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['2100'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'ORACLE-XDB-FTP', 'display_name': 'ORACLE-XDB-FTP'}]",['id'],/infra/services/ORACLE-XDB-FTP
ORACLE_TNS,True,['service_type'],"[{'l4_protocol': None, 'source_ports': [], 'destination_ports': ['1521'], 'resource_type': 'ALGTypeServiceEntry', 'id': 'ORACLE_TNS', 'display_name': 'ORACLE_TNS'}]",['id'],/infra/services/ORACLE_TNS
OS Agent,True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['14000'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'OS_Agent', 'display_name': 'OS Agent'}]",['id'],/infra/services/OS_Agent
"Office Server Web Services, HTTP, SSL",True,['service_type'],"[{'l4_protocol': 'TCP', 'source_ports': [], 'destination_ports': ['56737', '56738'], 'resource_type': 'L4PortSetServiceEntry', 'id': 'Office_Server_Web_Services,_HTTP,_SSL', 'display_name': 'Office Server Web Services, HTTP, SSL'}]",['id'],"/infra/services/Office_Server_Web_Services,_HTTP,_SSL"
